room_id,url,rating,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,reviewCount,isSuperHost,isVerified,yearHosting,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_WI_FI,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_PETS,SYSTEM_FLOWER,SYSTEM_HAIRDRYER,SYSTEM_MICROWAVE,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_COOKING_BASICS,SYSTEM_WORKSPACE,SYSTEM_SNOWFLAKE,SYSTEM_PATIO_BALCONY,SYSTEM_LUGGAGE_DROP,SYSTEM_SURVEILLANCE,SYSTEM_LOCK_ON_DOOR,SYSTEM_BATHTUB,SYSTEM_VIEW_OCEAN,SYSTEM_JACUZZI,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_FIREPLACE,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_REFRIGERATOR,SYSTEM_FIREPIT,SYSTEM_BEACH,SYSTEM_DRYER,SYSTEM_TOYS,SYSTEM_CALENDAR,SYSTEM_POOL,SYSTEM_ELEVATOR,SYSTEM_CRIB,SYSTEM_HIGH_CHAIR,SYSTEM_GYM
41845441,https://www.airbnb.com.vn/rooms/41845441,,,6,10.21514,106.48425,REGULAR,,"Room 4 foreigner to discover Bentre, Mekong ^ VN",private_room,,False,False,,False,,/ đêm,267.664,₫267.664,2,True,True,,,,,False,False,False,True,,,,,True,,,,,True,True,,,,,,,,,,,,,,
32757905,https://www.airbnb.com.vn/rooms/32757905,,Châu Thành,5,10.30514,106.39509,REGULAR,,"nhà nghỉ Thanh Tùng
số đt:0907967425",private_room,,,,,False,,/ đêm,342.353,₫342.353,16,True,True,,True,True,,,False,False,,,True,,,,,,,True,True,,,,,,True,,,,,,,,,
42399634,https://www.airbnb.com.vn/rooms/42399634,,thành phố Bến Tre,7,10.23143,106.35913,REGULAR,,Bến Tre - Ngôi nhà hạnh phúc,private_room,,False,False,,False,,/ đêm,285.294,₫285.294,2,True,True,,,,,,False,False,True,,,,,,True,,,True,True,True,,,,,,,True,,,,,,,
27030332,https://www.airbnb.com.vn/rooms/27030332,,Cai Lậy,30,10.31895,106.0389,REGULAR,,Gia đình Mekong Nam Giang có chỗ nghỉ phục vụ bữa sáng,private_room,2,False,False,5,False,,/ đêm,346.494,₫346.494,16,True,True,True,,,,False,False,False,True,,True,,,,,,,,,True,,,,,,,,,,True,,,,
45625491,https://www.airbnb.com.vn/rooms/45625491,,Tân Thạch,6,10.33612,106.36849,REGULAR,,Cona Hotel Cồn Phụng Bến Tre,private_room,,,,,False,,/ đêm,570.589,₫570.589,2,True,True,,,,,,False,False,,,True,,,,,,,,True,True,,True,True,,,,True,,,,,,,
677786082464080746,https://www.airbnb.com.vn/rooms/677786082464080746,,Giồng Trôm,12,10.225765739400758,106.41547278878562,REGULAR,,Phòng gia đình tại Mango Home,private_room,,,,,False,,/ đêm,2.168,₫2.168.236,4,True,True,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,,,True,,True,,
829351044817125683,https://www.airbnb.com.vn/rooms/829351044817125683,,Chợ Lách,10,10.2606395,106.1350992,REGULAR,,Hoa Nhãn,private_room,,,,,False,,/ đêm,980.000,₫980.000,2,True,True,,,,,,False,False,,,True,,,True,,,,,True,,,,,,,,,,,True,,,,
22125233,https://www.airbnb.com.vn/rooms/22125233,,Bến Tre,7,10.2402,106.38099,REGULAR,,504 Nguyen Tat Thanh Riva Park,entire_home,,,,,False,,/ đêm,2.738,₫2.738.825,5,True,,True,,,,,False,False,True,,,,,,,,,True,True,True,,,,,,,,,,True,True,,,
759242957727026375,https://www.airbnb.com.vn/rooms/759242957727026375,,Châu Hòa,25,10.211272588879552,106.51438973844053,REGULAR,,Nhà sàn lợp lá dừa nước giữa vườn dừa mát rượi.,private_room,,,,,False,,/ đêm,855.883,₫855.883,4,True,True,,,,,,False,False,,,,,,True,,,,,,,,,,,True,,,,,,,,,
770042313911712187,https://www.airbnb.com.vn/rooms/770042313911712187,,Gò Công,13,10.332642653000784,106.77598994225264,REGULAR,,Vườn An Nhiên,entire_home,,,,,False,,/ đêm,1.141,₫1.141.177,4,True,True,,,,,,False,False,True,True,,,,True,,,True,,,True,,,,,True,,,,,,,,,
29084590,https://www.airbnb.com.vn/rooms/29084590,,Thành phố Trà Vinh,11,9.93851,106.27542,REGULAR,,Chỗ ở với người dân địa phương ở nông thôn,private_room,,,,,False,,/ đêm,798.824,₫798.824,4,True,True,True,,True,,,,False,True,,True,,True,,,,,,,True,,,,,,,,True,,,,,,
829342458605933195,https://www.airbnb.com.vn/rooms/829342458605933195,,Chợ Lách,10,10.2606395,106.1350992,REGULAR,,Hoa Mận,private_room,,,,,False,,/ đêm,1.380,₫1.380.000,4,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,
677770944636791975,https://www.airbnb.com.vn/rooms/677770944636791975,,Giồng Trôm,9,10.225638798946854,106.41548271496745,REGULAR,,Phòng Deluxe tại Mango Home,private_room,,,,,False,,/ đêm,1.141,₫1.141.177,2,True,,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,True,,True,,True,,
8722722,https://www.airbnb.com.vn/rooms/8722722,,tt. Cầu Kè,7,9.87527,106.06272,REGULAR,,Suonsia Homestay Tra Vinh,private_room,,False,False,,False,,/ đêm,1.483,₫1.483.530,12,True,,True,,,,False,False,False,True,,,,,,,,,True,True,True,,True,,,,,,,,,,,,
37379227,https://www.airbnb.com.vn/rooms/37379227,,thành phố Bến Tre,8,10.24009,106.37782,REGULAR,,Sống với người dân địa phương với Phòng ấm cúng,private_room,,False,True,,False,,/ đêm,889.912,₫889.912,4,True,,,,True,,False,False,False,True,,True,,,,,,,,True,,,,,,,,,,,,,,,
24107686,https://www.airbnb.com.vn/rooms/24107686,,thành phố Bến Tre,8,10.22005,106.35003,REGULAR,,Căn hộ cổ 1 Br  2 khách tại  Bến Tre,private_room,,False,False,,False,,/ đêm,401.495,₫401.495,1,True,,,,,,False,,,True,,True,,,,,,,,True,,,,,,,,True,,,True,True,,,True
41213075,https://www.airbnb.com.vn/rooms/41213075,,H. Vũng Liem,28,10.07595,106.1497,REGULAR,,Thanh Tan Homestay,private_room,,,,,False,,/ đêm,342.353,₫342.353,16,True,True,True,,,,,False,False,True,,,,,,,,,,True,,,True,True,,,,,,,,,,,
38974013,https://www.airbnb.com.vn/rooms/38974013,,Bến Tre,30,10.22718,106.40546,REGULAR,,Sống cùng gia đình bản xứ Nguyệt Quế - Garden View - Phòng 4,private_room,,False,True,,False,,/ đêm,912.942,₫912.942,2,True,True,,,,,,False,False,,,True,,True,,True,,,,True,,,True,True,,,,,,,,,,,
821945777350215661,https://www.airbnb.com.vn/rooms/821945777350215661,,Tân Thạch,30,10.33611528203911,106.37012821688843,REGULAR,,Homestay Đảo Coco Bến Tre,shared_room,,,,,False,,/ đêm,1.711,₫1.711.766,2,True,True,,,,,,False,False,,True,True,,,,,,True,,True,,,,,True,,,,,,,,,,
39794062,https://www.airbnb.com.vn/rooms/39794062,,thành phố Bến Tre,5,10.24807,106.35574,REGULAR,,Nhà nghỉ số 1,private_room,,,,,False,,/ đêm,268.177,₫268.177,2,True,,,,,,,False,False,,,True,,,,,,,True,True,,,,,,,,,,,,,,,
42969049,https://www.airbnb.com.vn/rooms/42969049,,Mỏ Cày,11,10.12812,106.3379,REGULAR,,HOMESTAY Ở BẾN TRE,private_room,,False,True,,False,,/ đêm,1.903,₫1.903.483,4,True,True,,,True,,False,False,False,,,True,,,,,,,,True,,,True,,,,,,,,True,,,,
829344597185934831,https://www.airbnb.com.vn/rooms/829344597185934831,,Chợ Lách,9,10.2606395,106.1350992,REGULAR,,Hoa Cau,private_room,,,,,False,,/ đêm,980.000,₫980.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,
38980874,https://www.airbnb.com.vn/rooms/38980874,,Tiên Long,1,10.26719,106.2114,REGULAR,,Beautiful Palace,private_room,,False,True,,False,,/ đêm,342.353,₫342.353,4,True,,,,True,,False,False,,True,,,,,,,,,,True,True,,,True,,,,,,,,,,,
829348514585151197,https://www.airbnb.com.vn/rooms/829348514585151197,,Chợ Lách,9,10.2606395,106.1350992,REGULAR,,Hoa Dừa,private_room,,,,,False,,/ đêm,980.000,₫980.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,
3563828,https://www.airbnb.com.vn/rooms/3563828,,,16,9.88919,106.05883,REGULAR,,"Sống cùng gia đình bản xứ Suonsia, Cầu Kè, Travinh",private_room,,False,True,,False,,/ đêm,1.686,₫1.686.242,12,True,True,True,,,,,False,False,True,True,,,,,True,,,True,,True,,,,,,,,,,,,,,
27266868,https://www.airbnb.com.vn/rooms/27266868,,Thành phố Trà Vinh,14,9.92331,106.34161,REGULAR,,Nhà cho thuê hàng tháng,private_room,,False,False,,False,,/ đêm,637.918,₫637.918,2,True,True,,,,,,False,False,,,True,,,,True,,,,,,,,,,,,,,,,True,,,
20207083,https://www.airbnb.com.vn/rooms/20207083,"5,0",Tân Thạch,30,10.32776,106.37454,REGULAR,,Donny Vinh B&B (Nhà nghỉ dưỡng),entire_home,5,,,,False,,/ đêm,,,6,True,,True,,True,,,False,False,,,True,,,,,,,,True,,,True,,,,,True,,,,,,,
22234258,https://www.airbnb.com.vn/rooms/22234258,,,19,10.23871,106.31935,REGULAR,,Nhà nghỉ nông trại Coco,private_room,,,,,False,,/ đêm,828.495,₫828.495,2,True,True,True,,,,,False,False,True,,True,,,,,,,,,True,,True,,,,,True,,,,,,,
24985694,https://www.airbnb.com.vn/rooms/24985694,"4,67",Trung Thành Đông,5,10.08989,106.21436,REGULAR,,đặt phòng ngủ nhỏ xinh tại thành phố Vĩnh Long,entire_home,3,,,,False,,/ đêm,428.233,₫428.233,1,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
827986936154996294,https://www.airbnb.com.vn/rooms/827986936154996294,,Chợ Lách,10,10.260829530562201,106.13492753862305,REGULAR,,Rooster 1,private_room,,,,,False,,/ đêm,1.060,₫1.060.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,True,,,,,,,True,,,,
677792834880855599,https://www.airbnb.com.vn/rooms/677792834880855599,,Giồng Trôm,12,10.225601619600331,106.41560974487781,REGULAR,,Phòng gia đình tại Mango Home,private_room,,,,,False,,/ đêm,2.168,₫2.168.236,4,True,True,,,,,,False,False,,,True,,True,True,,,True,,,,,,,,,,,,,True,,True,,
10812809,https://www.airbnb.com.vn/rooms/10812809,,tt. Cái Bè,10,10.326433,106.044243,REGULAR,,"Bungalow 2 ""BUOI (POMELO)""",private_room,,,,,False,,/ đêm,551.462,₫551.462,2,True,True,,,True,,,False,,,,True,,,,,,,,,,,,True,,,,,,,,,,,
827887742460136161,https://www.airbnb.com.vn/rooms/827887742460136161,,Chợ Lách,8,10.2674473,106.1316303,REGULAR,,Hoa Sứ,private_room,,,,,False,,/ đêm,1.060,₫1.060.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,True,True,,,,,,,,,,,True,,,,
15811219,https://www.airbnb.com.vn/rooms/15811219,,,13,10.27532,106.15382,REGULAR,,"Đồng bằng sông Cửu Long bên Bến Tre, lối thoát lý tưởng",private_room,,False,True,,False,,/ đêm,,,2,True,True,True,,True,,,False,,,,True,,,,True,,,,True,True,,,,,,,,,,True,,,,
21554185,https://www.airbnb.com.vn/rooms/21554185,,,9,9.8246,106.30194,REGULAR,,phong tro dep tien nghi day du,entire_home,,,,,False,,/ đêm,2.810,₫2.810.426,2,True,True,,,,,,False,False,True,,True,,,,,,,,True,True,,,,,,,,,,True,True,,,
21704617,https://www.airbnb.com.vn/rooms/21704617,,,8,10.10728,106.4529,REGULAR,,cho thuê phong tro,entire_home,,,,,False,,/ đêm,2.810,₫2.810.426,2,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
25556926,https://www.airbnb.com.vn/rooms/25556926,,Ba Tri,30,10.08538,106.66425,REGULAR,,Làng Mai Nha Xua,entire_home,,,,,False,,/ đêm,1.597,₫1.597.648,6,True,True,,True,True,,,False,False,True,,,True,True,,,,,,True,,,,,,,,,,,,,,,
829351241194788941,https://www.airbnb.com.vn/rooms/829351241194788941,,Chợ Lách,9,10.2606395,106.1350992,REGULAR,,Hoa Mơ,private_room,,,,,False,,/ đêm,980.000,₫980.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,
827931706536148072,https://www.airbnb.com.vn/rooms/827931706536148072,,Chợ Lách,9,10.2606395,106.1350992,REGULAR,,Bằng Lăng,private_room,,,,,False,,/ đêm,1.060,₫1.060.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,True,True,,,,,,,,,,,True,,,,
23662069,https://www.airbnb.com.vn/rooms/23662069,"5,0",thành phố Bến Tre,6,10.23326,106.37175,REGULAR,,Phòng hiện đại,private_room,7,False,False,5,False,,/ đêm,776.205,₫776.205,2,True,,,,,,False,False,,,,True,,,,,,,,True,,,,,,,,,,,,True,,,
19721317,https://www.airbnb.com.vn/rooms/19721317,,Hòa Nghĩa,30,10.26528,106.14188,REGULAR,,Jardin Du Mekong Homestay - Twin 07 (trọn gói),private_room,,False,False,,False,,/ đêm,1.010,₫1.010.284,2,True,,True,,True,,,False,False,True,,,,,,True,,,,,True,,True,,,,,,,,,,,,
829329000845014489,https://www.airbnb.com.vn/rooms/829329000845014489,,Chợ Lách,10,10.2606395,106.1350992,REGULAR,,Hoa Bưởi,private_room,,,,,False,,/ đêm,1.380,₫1.380.000,4,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,,,,,,,,True,,,,
21597148,https://www.airbnb.com.vn/rooms/21597148,,Trà Vinh,8,9.95026,106.34912,REGULAR,,Cho Thuê Phòng Trọ Đường Dương Văn Dương Tân Phú,entire_home,,,,,False,,/ đêm,2.810,₫2.810.426,2,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
38973721,https://www.airbnb.com.vn/rooms/38973721,,Bến Tre,30,10.2272,106.40543,REGULAR,,Sống cùng gia đình bản xứ Nguyệt Quế - Garden View - Phòng 3,private_room,,,,,False,,/ đêm,912.942,₫912.942,2,True,True,,,,,,False,False,,,True,,True,,,,,,True,,,True,True,,,,,,True,,,,,
22407003,https://www.airbnb.com.vn/rooms/22407003,"5,0",Thành phố Trà Vinh,7,9.91922,106.3307,REGULAR,,Thiên đường của B,private_room,3,,,,False,,/ đêm,,,10,True,True,True,,,,,False,,True,,True,,True,,,,,,True,True,,,,,,,True,,,,,,,
38972748,https://www.airbnb.com.vn/rooms/38972748,,Bến Tre,30,10.22717,106.40547,REGULAR,,Sống cùng gia đình bản xứ Nguyệt Quế - Garden View - Phòng 2,private_room,,False,True,,False,,/ đêm,798.824,₫798.824,2,True,True,,,,,,False,False,,,True,,True,,True,,,,True,,,True,True,,,,,,,,,,,
30157599,https://www.airbnb.com.vn/rooms/30157599,,Trà Vinh,9,9.93885,106.27425,REGULAR,,Thư giãn tại Green place yên bình,private_room,,,,,False,,/ đêm,1.284,₫1.284.763,6,True,True,True,,True,,,,False,True,,True,,,,,,,,,True,,,True,,,,,,,,,,,
827997073326916171,https://www.airbnb.com.vn/rooms/827997073326916171,,Chợ Lách,12,10.2606395,106.1350992,REGULAR,,Rooster 3,private_room,,,,,False,,/ đêm,1.060,₫1.060.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,True,,,,,,,True,,,,
23985494,https://www.airbnb.com.vn/rooms/23985494,,thành phố Bến Tre,6,10.23831,106.39436,REGULAR,,Hỏi chợ Bến Tre đẹp nhất thế giới!,entire_home,,,,,False,,/ đêm,,,2,True,True,,,,,,,,True,,True,,,,,,,,True,True,,,,,,,,,,,True,,,
28149804,https://www.airbnb.com.vn/rooms/28149804,"4,33",Càng Long,8,9.93869,106.2755,REGULAR,,Nhà khách Vilabasi Mekong - phòng 2,private_room,12,,,,False,,/ đêm,481.796,₫481.796,2,True,True,,True,True,,,,False,True,,True,,True,,,,,,,True,,,,,,,,True,,,,,,
827995174328597843,https://www.airbnb.com.vn/rooms/827995174328597843,,Chợ Lách,10,10.2606395,106.1350992,REGULAR,,Rooster 2,private_room,,,,,False,,/ đêm,1.060,₫1.060.000,2,True,True,,,,,,False,False,,,True,,,True,,,True,,True,,,,True,,,,,,,True,,,,
21967340,https://www.airbnb.com.vn/rooms/21967340,,,7,10.14406,106.46794,REGULAR,,River View 177 m 2 4 phòng ngủ nhà đẹp.,entire_home,,,,,False,,/ đêm,2.738,₫2.738.825,5,True,True,True,,,,,False,,True,,,,,,,,,True,True,True,,,,,,,True,,,True,,,,
40044929,https://www.airbnb.com.vn/rooms/40044929,,Bến Tre,5,10.24231,106.37628,REGULAR,,Bến Tre|| Nhà,entire_home,,,,,False,,/ đêm,910.037,₫910.037,4,True,,True,,,,,False,False,True,,True,,,,,,,,True,True,,,,,,,,,,,,,,
22132790,https://www.airbnb.com.vn/rooms/22132790,,Bến Tre,6,10.23709,106.35622,REGULAR,,C 102 Khu dân cư cao tầng 102 Trường Chinh,private_room,,False,False,,False,,/ đêm,2.810,₫2.810.426,4,True,True,True,,,,False,False,False,True,,,,,,,,,True,True,,,,,,,,,,,True,,,,
19704181,https://www.airbnb.com.vn/rooms/19704181,,Hòa Nghĩa,30,10.26386,106.14179,REGULAR,,Jardin Du Mekong Homestay - DB 04 (Full package),private_room,,False,False,,False,,/ đêm,959.770,₫959.770,2,True,,True,,True,,,False,False,True,,,,,,True,,,,,True,,True,,,,,,,,,,,,
26790619,https://www.airbnb.com.vn/rooms/26790619,,Trà Vinh,7,9.91272,106.31006,REGULAR,,Nhà nghỉ Minh Ngọc,entire_home,,,,,False,,/ đêm,1.932,₫1.932.232,4,True,,,,True,,,False,False,,,,,,,,,,,True,True,,,,,,,True,,,,,,,
40597359,https://www.airbnb.com.vn/rooms/40597359,,Bến Tre,4,10.26753,106.37064,REGULAR,,Tony 's Coe_Center of everything,entire_home,,,,,False,,/ đêm,570.589,₫570.589,4,,True,,,,,,False,False,True,,,,,,,,,,,True,,,,,,,,,,,,,,
21553975,https://www.airbnb.com.vn/rooms/21553975,,Bến Tre,8,10.24277,106.38019,REGULAR,,cho thue phong dep sang trong,entire_home,,,,,False,,/ đêm,2.810,₫2.810.426,2,True,True,,,,,,False,False,True,,True,,,,,,,,True,True,,,,,,,,,,True,True,,,
19702353,https://www.airbnb.com.vn/rooms/19702353,,Hòa Nghĩa,30,10.266,106.14077,REGULAR,,Jardin Du Mekong Homestay - DB 02 (trọn gói),private_room,,False,False,,False,,/ đêm,1.010,₫1.010.284,2,True,,True,,True,,,False,False,True,,,,,,True,,,,,True,,True,,,,,,,,,,,,
19793093,https://www.airbnb.com.vn/rooms/19793093,,,10,10.30502,106.74915,REGULAR,,Tien Giang Home Bui Thai,entire_home,,,,,False,,/ đêm,1.338,₫1.338.284,6,True,True,,,True,,,,,True,,True,,,,,,,,True,True,True,,,,,,True,,,,True,,,
21823521,https://www.airbnb.com.vn/rooms/21823521,,Thành phố Trà Vinh,6,9.94006,106.34736,REGULAR,,Nha dep tra vinh %%%,entire_home,,,,,False,,/ đêm,2.810,₫2.810.419,2,True,True,True,,,,,False,False,True,,,,,,,,,,True,True,,,,,,,True,,,True,,,,
19720818,https://www.airbnb.com.vn/rooms/19720818,,Hòa Nghĩa,30,10.26515,106.14254,REGULAR,,Jardin Du Mekong Homestay - Song Tử 06 (trọn gói),private_room,,False,False,,False,,/ đêm,1.010,₫1.010.284,2,True,,True,,True,,,False,False,True,,,,,,True,,,,,True,,True,,,,,,,,,,,,
21569513,https://www.airbnb.com.vn/rooms/21569513,,,10,10.29418,106.34061,REGULAR,,"Xin chào, tôi là Minh. Chào mừng bạn đến!",entire_home,,,,,False,,/ đêm,1.338,₫1.338.278,3,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
10791281,https://www.airbnb.com.vn/rooms/10791281,,Cho Gao,18,10.31437,106.46434,REGULAR,,Sống xa xỉ ở Đồng bằng sông Cửu Long,private_room,,False,False,,False,,/ đêm,806.274,₫806.274,2,True,True,,,,,False,False,False,True,,,,,,,,,True,True,True,,,,,,,,,,True,,,,
19559314,https://www.airbnb.com.vn/rooms/19559314,,Hòa Nghĩa,30,10.26454,106.14248,REGULAR,,Sống cùng gia đình bản xứ Jardin Du Mekong - DB 01 (trọn gói),private_room,,False,False,,False,,/ đêm,959.770,₫959.770,2,True,,True,True,True,,,False,False,,,,,,,True,,,,,True,,True,,,,,True,,,,,,,
10813335,https://www.airbnb.com.vn/rooms/10813335,,tt. Cái Bè,9,10.32798,106.0404,REGULAR,,"Bungalow 3 ""ĐÀO (ĐÀO)""",private_room,,False,True,,False,,/ đêm,2.168,₫2.168.236,2,True,True,,,True,,False,,False,,,True,,,,,,,,,,,,True,,,,,,,,,,,
19705309,https://www.airbnb.com.vn/rooms/19705309,,Hòa Nghĩa,30,10.26392,106.14244,REGULAR,,Sống cùng gia đình bản xứ Jardin Du Mekong - Twin 05 (trọn gói),private_room,,False,False,,False,,/ đêm,959.770,₫959.770,2,True,,True,,True,,,False,False,True,,,,,,True,,,,,True,,True,,,,,,,,,,,,
12592923,https://www.airbnb.com.vn/rooms/12592923,,,30,9.79919,106.20381,REGULAR,,Phòng Lord tại Suonsia Homestay,private_room,,False,True,,False,,/ đêm,1.525,₫1.525.672,2,True,,True,,True,,False,False,False,,,,,,,,,,,True,,,True,,,,,,,,,,,,
