room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,price,price_full,maxGuestCapacity,SYSTEM_VIEW_MOUNTAIN,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_POOL,SYSTEM_PETS,SYSTEM_NO_DETECTOR_CO2,SYSTEM_NO_DETECTOR_SMOKE,SYSTEM_FLOWER,SYSTEM_SNOWFLAKE,SYSTEM_SURVEILLANCE,SYSTEM_TV,SYSTEM_WASHER,SYSTEM_PATIO_BALCONY,SYSTEM_JACUZZI,SYSTEM_BATHTUB,SYSTEM_LUGGAGE_DROP,rating,reviewCount,SYSTEM_VIEW_CITY,SYSTEM_HAIRDRYER,SYSTEM_FIREPIT,isSuperHost,isVerified,SYSTEM_LOCK_ON_DOOR,SYSTEM_TOYS,SYSTEM_SAUNA,SYSTEM_ELEVATOR,SYSTEM_DRYER,SYSTEM_NO_LOCK_ON_DOOR,yearHosting,SYSTEM_BREAKFAST,SYSTEM_SMOKING_ALLOWED,SYSTEM_FIREPLACE,SYSTEM_REFRIGERATOR,SYSTEM_BOAT_SAIL,SYSTEM_GYM,SYSTEM_HIGH_CHAIR,SYSTEM_MAPS_RESORT
645149499802719970,https://www.airbnb.com.vn/rooms/645149499802719970,Ba Vì,25,21.06501706176817,105.32847723955541,REGULAR,,14 Pax Les Bois Ba Vi 5-BR Villa by HoLo - LB V1,entire_home,False,,/ đêm,3.423,₫3.423.531,14.0,True,True,True,True,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887383475254131539,https://www.airbnb.com.vn/rooms/887383475254131539,Thành phố Hòa Bình,25,20.77844,105.30903,REGULAR,,Phòng Beauty 2 trong Bảo tàng Văn hoá Nghệ thuật,private_room,False,,/ đêm,,,2.0,True,,True,True,,True,True,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881318002247719409,https://www.airbnb.com.vn/rooms/881318002247719409,Quốc Oai,19,20.9391989318816,105.5087598413229,REGULAR,,Perfect stay for your business trip to Hanoi,entire_home,False,,/ đêm,,,5.0,True,True,True,True,True,True,,True,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
887437437276934323,https://www.airbnb.com.vn/rooms/887437437276934323,Thành phố Hòa Bình,24,20.77939,105.31082,REGULAR,,Beauty Family 4 trong Bảo tàng Văn hoá Nghệ thuật,private_room,False,,/ đêm,,,4.0,True,,True,True,,True,True,,False,False,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725175851045352203,https://www.airbnb.com.vn/rooms/725175851045352203,Thành phố Hòa Bình,6,20.827466300224117,105.3368067635071,REGULAR,,"Căn hộ dịch vụ trung tâm thoải mái, rộng rãi.",entire_home,False,,/ đêm,798.824,₫798.824,4.0,,,True,True,True,True,,True,,,,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
862011049633254372,https://www.airbnb.com.vn/rooms/862011049633254372,Thủy Xuân Tiên,27,20.88348,105.56402,REGULAR,,Farmstay có bể bơi/Bi-a/Netflix/Camping,entire_home,False,,/ đêm,2.860,₫2.860.272,10.0,,,True,True,True,True,True,,,,,True,,True,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,
887410216449222893,https://www.airbnb.com.vn/rooms/887410216449222893,Ba Vì,19,21.10169,105.3418,REGULAR,,Mường Dy Villas-Ba Vì,entire_home,False,,/ đêm,,,8.0,,,True,True,True,True,True,,False,False,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
799681142273894223,https://www.airbnb.com.vn/rooms/799681142273894223,Hà Nội,10,21.08483,105.40365,REGULAR,,BIGMO - Luxury Pool View Yard Bungalow Bavi,private_room,False,,/ đêm,520.589,₫520.589,2.0,,True,True,True,True,True,True,,False,False,,,True,,,,True,,,"4,5",6,,,,,,,,,,,,,,,,,,,,
650425451200538810,https://www.airbnb.com.vn/rooms/650425451200538810,,19,21.0650529984523,105.32845249378013,REGULAR,,Les Bois Ba Vi Bungalows By HoLo - LB B1,private_room,False,,/ đêm,485.000,₫485.000,2.0,,,True,True,True,True,True,True,False,False,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
42822581,https://www.airbnb.com.vn/rooms/42822581,Ba Vì,25,21.03619956970215,105.42884826660156,REGULAR,,Mango - Nhà xoài - OKia Treehouse Ba Vi,private_room,False,,/ đêm,,,2.0,True,,True,True,True,True,True,,False,False,True,,,,,,True,,,"4,5",19,,,,,,,,,,,,,,,,,,,,
884349234503370147,https://www.airbnb.com.vn/rooms/884349234503370147,Ba Vì Mountain Range,10,21.05738,105.36691,REGULAR,,Phong cách Bắc bộ truyền thống,entire_home,False,,/ đêm,,,,True,,True,True,True,True,True,,False,False,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783533518066877600,https://www.airbnb.com.vn/rooms/783533518066877600,Thủy Xuân Tiên,14,20.881925240873283,105.56767134314677,REGULAR,,Veque Farm 07,entire_home,False,,/ đêm,3.100,₫3.100.056,10.0,,,True,True,,True,True,,False,False,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
754722750112003875,https://www.airbnb.com.vn/rooms/754722750112003875,Thành phố Hòa Bình,27,20.77783,105.31073,REGULAR,,Nhà trên cây trong Bảo tàng Văn hoá nghệ thuật,entire_home,False,,/ đêm,,,2.0,,,True,True,,True,True,,False,False,True,,True,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,
777976833667540710,https://www.airbnb.com.vn/rooms/777976833667540710,Hoa Binh,7,20.82859,105.33973,REGULAR,,3cuhómlink_Hoabinh,shared_room,False,,/ đêm,269.318,₫269.318,1.0,,,True,True,True,True,,,False,False,,True,True,,True,,,,,,,,True,,,,,,,,,,,,,,,,,,
591163390150751697,https://www.airbnb.com.vn/rooms/591163390150751697,Dân Hòa,30,20.92325,105.43445,REGULAR,,Private Bungalow1 - Skyview Hòa Bình,private_room,False,,/ đêm,1.141,₫1.141.177,2.0,True,,,True,,True,True,,False,False,,True,True,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
802453972628448678,https://www.airbnb.com.vn/rooms/802453972628448678,Yên Bài,30,21.0475432,105.4209023,REGULAR,,"Ole, Ba Vì - BBQ, Bể Bơi, gần Hồ",entire_home,False,,/ đêm,2.290,₫2.290.825,8.0,,True,True,True,True,True,,,False,False,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878293672706090684,https://www.airbnb.com.vn/rooms/878293672706090684,Chương Mỹ,22,20.84624,105.59021,REGULAR,,Bomoho Retreat Ho Mieu _ Sương,private_room,False,,/ đêm,,,3.0,,True,True,True,,True,True,,False,False,,,True,,,,True,,,,,,,,False,True,True,,,,,,,,,,,,,,
842210732218426230,https://www.airbnb.com.vn/rooms/842210732218426230,Hoa Binh,14,20.79263481231957,105.3072361145752,REGULAR,,Thung lũng Cúc Thảo,entire_home,False,,/ đêm,,,2.0,,True,True,True,,True,,True,False,False,,,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,
756012896599766512,https://www.airbnb.com.vn/rooms/756012896599766512,Thành phố Hòa Bình,30,20.77929,105.30908,REGULAR,,MườngRetreat- Phòng Rose trong Bảo tàng nghệ thuật,private_room,False,,/ đêm,987.118,₫987.118,2.0,,,True,True,,True,True,,False,False,,True,True,,,,,,,,,,,True,False,True,True,,,,,,,,,,,,,,
788639531315277774,https://www.airbnb.com.vn/rooms/788639531315277774,Thủy Xuân Tiên,10,20.87835,105.56565,REGULAR,,Veque Farm 8/ BBQ ngoài trời,entire_home,False,,/ đêm,2.448,₫2.448.598,10.0,,,True,True,,True,True,,False,False,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
841737940586983083,https://www.airbnb.com.vn/rooms/841737940586983083,Chương Mỹ,22,20.84404,105.58838,REGULAR,,Bomoho Retreat Ho Mieu _ Mơ,entire_home,False,,/ đêm,1.650,₫1.650.142,3.0,,True,True,True,,True,True,,False,False,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,
788644409038707641,https://www.airbnb.com.vn/rooms/788644409038707641,Thủy Xuân Tiên,17,20.88011,105.56584,REGULAR,,Veque Farm 6/ BBQ ngoài trời,entire_home,False,,/ đêm,2.448,₫2.448.598,10.0,,,True,True,,True,True,,False,False,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
799683791361762377,https://www.airbnb.com.vn/rooms/799683791361762377,Hà Nội,13,21.08459,105.40136,REGULAR,,BIGMO - Luxury Pool View Yard Bungalow,entire_home,False,,/ đêm,675.773,₫675.773,2.0,,True,True,True,True,True,True,,False,False,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666309265194580487,https://www.airbnb.com.vn/rooms/666309265194580487,Kim Mã,18,21.02365444427904,105.5821264866233,REGULAR,,Chào mừng Ba Vi Bungalow yên bình - LB B4,private_room,False,,/ đêm,462.177,₫462.177,2.0,True,,True,True,True,True,True,True,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
642959494323003601,https://www.airbnb.com.vn/rooms/642959494323003601,Thành phố Hòa Bình,10,20.82884,105.33628,REGULAR,,Hòa Bình*Trung tâm*Phong cách* Kiểm soát phòng thông minh *BB Incl,private_room,False,,/ đêm,1.050,₫1.050.000,4.0,,,True,True,True,True,,,,,,True,,True,True,,,,True,,,,,,,,,,,True,True,,,,,,,,,,
756352392769890101,https://www.airbnb.com.vn/rooms/756352392769890101,Phú Mãn,17,20.95389,105.53146,REGULAR,,"Byve Garden nơi yên bình, thoáng đãng để nghỉ ngơi",private_room,False,,/ đêm,1.052,₫1.052.706,4.0,,,True,True,True,True,True,True,False,False,,,True,,,,,,,,,,,,False,True,,,,,,False,,,,,,,,,
862618646809112999,https://www.airbnb.com.vn/rooms/862618646809112999,Ba Trại,6,21.12836978059862,105.34149163516888,REGULAR,,Mirabella Ba Vì homestay,private_room,False,,/ đêm,,,4.0,,,True,True,True,True,True,,False,False,,,True,,True,,,,,,,,,,False,False,,,,,,False,,,,,,,,,
788638518431186972,https://www.airbnb.com.vn/rooms/788638518431186972,Thủy Xuân Tiên,17,20.88508,105.58587,REGULAR,,Veque Farm 4/ BBQ ngoài trời,entire_home,False,,/ đêm,3.100,₫3.100.056,10.0,,,True,True,,True,True,,False,False,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
812164768261029283,https://www.airbnb.com.vn/rooms/812164768261029283,Hà Nội,10,21.08461,105.40216,REGULAR,,KHUYẾN MÃI LỚN Phòng gia đình Tầm nhìn ra sân 2 tầng,private_room,False,,/ đêm,1.373,₫1.373.450,6.0,,True,True,True,True,True,True,,False,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716139072428593682,https://www.airbnb.com.vn/rooms/716139072428593682,Lương Sơn,30,20.922209213515913,105.56776139885187,REGULAR,,Nhà gỗ truyền thống trải nghiệm văn hoá dân gian,entire_home,False,,/ đêm,,,4.0,True,,True,True,True,True,True,,False,False,True,,,,,,True,,,"4,25",4,,,,,,,,,,,,,,,,,,,,
836624824124587876,https://www.airbnb.com.vn/rooms/836624824124587876,Hợp Hòa,30,20.844642283063205,105.52697303248837,REGULAR,,Nhà An Nhiên - Art House Retreat,private_room,False,,/ đêm,1.397,₫1.397.942,2.0,,,True,True,,True,True,True,False,False,,True,True,,,,,,,,,,,,False,True,,,,,,False,,,,,,,,,
34399347,https://www.airbnb.com.vn/rooms/34399347,Thành phố Hòa Bình,30,20.77837,105.31056,REGULAR,,MuongRetreat-ArtBr view hồ moutain gần MaiChau2,private_room,False,,/ đêm,1.641,₫1.641.013,4.0,True,True,True,True,True,True,,,False,False,,,,,,,,,,,,True,,,False,True,True,,,,,,,,,,,,,,
855297446559151391,https://www.airbnb.com.vn/rooms/855297446559151391,Thành phố Hòa Bình,29,20.8214901,105.5088502,REGULAR,,Nhà nghỉ ẩn của thiên nhiên gần Hà Nội -  Lamontana,entire_home,False,,/ đêm,963.560,₫963.560,2.0,,,,True,True,True,,True,False,False,True,,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,
29245929,https://www.airbnb.com.vn/rooms/29245929,,30,20.62668,105.21686,REGULAR,,Homestay Mường Bi - Chú Lon - Phòng đôi,private_room,False,,/ đêm,,,2.0,,True,True,True,,True,True,True,False,False,,,,True,,,,,,,2,,,,False,False,,,,,,False,5,,,,,,,,
46076860,https://www.airbnb.com.vn/rooms/46076860,Ba Vì,7,21.08493,105.37399,REGULAR,,homestay Bavipadmehome cho cặp đôi hoàn hảo,entire_home,False,,/ đêm,1.004,₫1.004.236,2.0,,,True,True,True,True,True,,False,False,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
798296412856533953,https://www.airbnb.com.vn/rooms/798296412856533953,Thạch Thất,27,20.99651,105.48957,REGULAR,,Nhà nghỉ nông trại Hà Nội,entire_home,False,,/ đêm,3.680,₫3.680.002,16.0,,,True,True,True,True,,,False,False,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
878287858528614137,https://www.airbnb.com.vn/rooms/878287858528614137,Chương Mỹ,22,20.84621,105.58856,REGULAR,,Bomoho Retreat Ho Mieu _ Gió,private_room,False,,/ đêm,,,3.0,,True,True,True,,True,True,,False,False,,,True,,,,True,,,,,,,,False,True,True,,,,,,,,,,,,,,
812161142450502230,https://www.airbnb.com.vn/rooms/812161142450502230,Hà Nội,8,21.08449,105.40328,REGULAR,,KHUYẾN MÃI LỚN Phòng Deluxe 2 tầng tầm nhìn ra sân,private_room,False,,/ đêm,529.177,₫529.177,4.0,,True,True,True,True,True,True,,False,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
747378919783634739,https://www.airbnb.com.vn/rooms/747378919783634739,Yên Bài,14,21.03417009816491,105.44195473194122,REGULAR,,Mango treehouse 2 - Nhà trên cây xoài,private_room,False,,/ đêm,547.765,₫547.765,2.0,,,True,True,True,True,True,True,False,False,,,,,,,True,,,,2,,,,False,True,True,,,,,,3,,,,,,,,
45793295,https://www.airbnb.com.vn/rooms/45793295,Cao Sơn,6,20.81964,105.16071,REGULAR,,Nhất Quý homestay - Du lịch Cộng đồng xóm Sưng,private_room,False,,/ đêm,268.177,₫268.177,12.0,,,True,,,,,True,False,False,,,,,True,,,,,,,,True,,False,True,,,,,,False,,True,True,,,,,,
827221152871719308,https://www.airbnb.com.vn/rooms/827221152871719308,Chương Mỹ,19,20.84401,105.58924,REGULAR,,Bomoho Retreat Ho Mieu _ Mưa,private_room,False,,/ đêm,1.517,₫1.517.765,3.0,,True,True,True,,True,True,,False,False,True,,,,,,,,,,,,,,False,True,True,,True,,,,,,,,,,,,
551005668783187116,https://www.airbnb.com.vn/rooms/551005668783187116,Dong Truc,19,20.98705,105.55851,REGULAR,,Vườn Đông Dương - Nhà cộng đồng,entire_home,False,,/ đêm,,,16.0,,True,True,True,True,True,,,False,False,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42830481,https://www.airbnb.com.vn/rooms/42830481,Ba Vì,22,21.03612,105.42905,REGULAR,,Starfruit - Nhà khế - OKia Treehouse Bavi,private_room,False,,/ đêm,684.706,₫684.706,4.0,True,,True,True,True,True,True,,False,False,True,,,,,,,,,"4,71",7,,,,False,True,True,,,,,,3,,,,,,,,
48634532,https://www.airbnb.com.vn/rooms/48634532,Huyện Sơn Tây,10,21.04005,105.44369,REGULAR,,Bộ lạc lên mặt trăng,private_room,False,,/ đêm,,,2.0,,,True,True,True,True,,True,False,False,,,,True,True,,,,,,2,,,,False,True,True,,,,,,4,,,,,,,,
761259930654698549,https://www.airbnb.com.vn/rooms/761259930654698549,Lương Sơn,10,20.85517,105.52511,REGULAR,,Nhà nghỉ dưỡng 3 phòng ngủ thú vị có hồ bơi,entire_home,False,,/ đêm,,,6.0,,True,True,True,,True,True,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49723841,https://www.airbnb.com.vn/rooms/49723841,Kỳ Sơn,1,20.88637,105.357361,REGULAR,,B village Hòa Bình - Couple B3,entire_home,False,,/ đêm,978.471,₫978.471,3.0,,,,True,,True,,True,False,False,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,
851131571268083167,https://www.airbnb.com.vn/rooms/851131571268083167,Tiến Xuân,8,20.96081,105.48183,REGULAR,,Việt Hoàn Farm Thạch Thất Hà Nội,entire_home,False,,/ đêm,3.994,₫3.994.120,8.0,,True,True,True,True,True,True,,False,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
34577992,https://www.airbnb.com.vn/rooms/34577992,Thành phố Hòa Bình,28,20.77833,105.30984,REGULAR,,Khu vườn đẹp ArtBr-Mường Retreat gần MaiChau3,private_room,False,,/ đêm,543.200,₫543.200,2.0,,True,True,True,,True,,,False,False,True,,,,True,,,,,,1,,,,False,True,True,,,,,,4,,,,,,,,
46607157,https://www.airbnb.com.vn/rooms/46607157,Lương Sơn,16,20.85593,105.52549,REGULAR,,Biệt thự Moon 4,private_room,False,,/ đêm,3.708,₫3.708.825,6.0,,,,True,,True,True,,False,False,,True,,True,,,,,,,,,True,,,,,,,,,,,True,,,,,,,
836638073124990024,https://www.airbnb.com.vn/rooms/836638073124990024,Hợp Hòa,30,20.844550717913634,105.52720647430897,REGULAR,,"Nhà An Yên, An Lạc - Art House",private_room,False,,/ đêm,1.126,₫1.126.342,2.0,,,,True,True,True,True,True,False,False,,True,,,,,,,,,,,,True,False,True,,,,,,False,,,,,,,,,
804601517854728343,https://www.airbnb.com.vn/rooms/804601517854728343,Lương Sơn,7,20.89288,105.51762,REGULAR,,Forest House tại Ivory Resort,entire_home,False,,/ đêm,3.423,₫3.423.531,8.0,,True,True,True,True,True,True,,False,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
695438568713871135,https://www.airbnb.com.vn/rooms/695438568713871135,Xuân Phong,17,20.68228,105.39473,REGULAR,,Nhà Hoa Hồng,entire_home,False,,/ đêm,,,4.0,True,,True,,True,True,True,True,False,False,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,
34448533,https://www.airbnb.com.vn/rooms/34448533,Thành phố Hòa Bình,30,20.77999,105.31121,REGULAR,,MuongRetreat-ArtBr view hồ moutain gần MaiChau1,private_room,False,,/ đêm,,,4.0,,True,True,True,,True,,,False,False,True,,,,True,,,,,,2,True,,,False,True,True,,,,,,4,,,,,,,,
815164432315034184,https://www.airbnb.com.vn/rooms/815164432315034184,Vân Hòa,20,21.07673,105.42531,REGULAR,,Rubic c1,entire_home,False,,/ đêm,3.400,₫3.400.707,8.0,True,,True,True,True,True,True,,False,False,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822244563452453584,https://www.airbnb.com.vn/rooms/822244563452453584,Ba Vì,30,21.04908,105.41836,REGULAR,,An’s House nhà vườn xinh xắn,entire_home,False,,/ đêm,2.852,₫2.852.943,16.0,,,True,True,True,True,,True,False,False,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
839803287796417208,https://www.airbnb.com.vn/rooms/839803287796417208,Chương Mỹ,23,20.84543,105.59016,REGULAR,,Bomoho Retreat Ho Mieu _ Sao,private_room,False,,/ đêm,1.650,₫1.650.142,3.0,,True,True,True,,True,True,,False,False,,,True,,,,,,,,,,,,False,True,True,,True,,,,,,,,,,,,
34448863,https://www.airbnb.com.vn/rooms/34448863,Thành phố Hòa Bình,30,20.7783,105.31115,REGULAR,,Khu vườn đẹp ArtBr-Mường Retreat gần MaiChau4,private_room,False,,/ đêm,543.200,₫543.200,2.0,True,True,True,True,,True,True,,False,False,True,,,,,,,,,,1,,,,False,True,True,,,,,,4,,,,,,,,
718718779949858736,https://www.airbnb.com.vn/rooms/718718779949858736,Thành phố Hòa Bình,6,20.8274,105.33681,REGULAR,,"Căn hộ dịch vụ trung tâm thoải mái, rộng rãi.",entire_home,False,,/ đêm,798.824,₫798.824,4.0,,True,True,True,True,True,,True,,,,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,
651878371840528538,https://www.airbnb.com.vn/rooms/651878371840528538,Ba Vì,23,21.036067414126055,105.42941506952047,REGULAR,,Jackfruit 2 - Nhà mít dai - OKia Treehouse,private_room,False,,/ đêm,,,2.0,True,,True,True,True,True,True,,False,False,True,,,,,,,,,,2,,,,False,True,True,,,,,,3,,,,,,,,
710082690420102662,https://www.airbnb.com.vn/rooms/710082690420102662,Vân Hòa,5,21.078982946869747,105.4269886336333,REGULAR,,1 phòng ngủ thú vị trên cây có hồ bơi,private_room,False,,/ đêm,1.027,₫1.027.059,4.0,,,True,True,True,True,True,,False,False,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
583075732937742718,https://www.airbnb.com.vn/rooms/583075732937742718,Yên Bài,30,21.05709,105.43467,REGULAR,,Đồi Mây Garden Club House,entire_home,False,,/ đêm,3.961,₫3.961.514,16.0,,,True,,,True,True,True,False,False,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
732448375155008020,https://www.airbnb.com.vn/rooms/732448375155008020,Thạch Thất,30,20.97524,105.47053,REGULAR,,Homestay Hoàng Long,entire_home,False,,/ đêm,741.765,₫741.765,16.0,True,,,,,,True,,False,False,True,True,,True,,True,True,,,,,,,True,,,,,,,,,,,,,,,,,
790107554805770296,https://www.airbnb.com.vn/rooms/790107554805770296,Thủy Xuân Tiên,18,20.87964,105.5674,REGULAR,,Veque Farm 3/ BBQ ngoài trời,entire_home,False,,/ đêm,2.448,₫2.448.598,10.0,,,True,True,,True,True,,False,False,,True,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,
46076587,https://www.airbnb.com.vn/rooms/46076587,Ba Vì,6,21.05936,105.40057,REGULAR,,"Villa Bavipadmehome trending cho nhóm , ngắm núi",entire_home,False,,/ đêm,2.967,₫2.967.060,8.0,,,True,True,,True,True,True,False,False,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,,,,,
816205642962449530,https://www.airbnb.com.vn/rooms/816205642962449530,Lâm Sơn,14,20.90242,105.46573,REGULAR,,Lemon Tree _ Garden Villa,private_room,False,,/ đêm,2.623,₫2.623.566,3.0,,True,True,True,True,True,True,,,,True,,True,True,,,,,,,,,,,False,True,True,,,,,,,,,,,,,,
34091442,https://www.airbnb.com.vn/rooms/34091442,Thành phố Hòa Bình,10,20.83737,105.33104,REGULAR,,cho thue nha 420-466 hoang van thu hoa binh,entire_home,False,,/ đêm,2.810,₫2.810.404,1.0,,,True,True,,True,,True,False,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
731814625208921380,https://www.airbnb.com.vn/rooms/731814625208921380,Hòa Sơn,30,20.92171,105.566,REGULAR,,Địa điểm nghỉ dưỡng trong nhà gỗ truyền thống 1 giường,private_room,False,,/ đêm,2.054,₫2.054.119,2.0,,,True,True,True,True,True,True,False,False,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
806182567679360292,https://www.airbnb.com.vn/rooms/806182567679360292,Cao Răm,12,20.8251402,105.5064087,REGULAR,,La Montana De Lương Sơn,private_room,False,,/ đêm,1.597,₫1.597.648,2.0,,,,True,,True,,,False,False,,True,True,,,,True,,,,,,,True,,,,,,,,,,,True,,,,,,
48279175,https://www.airbnb.com.vn/rooms/48279175,Yên Bài,30,21.03911,105.44345,REGULAR,,Tầng trên cùng bộ lạc,entire_home,False,,/ đêm,1.419,₫1.419.111,12.0,,,True,True,True,True,,True,False,False,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
819101885452942394,https://www.airbnb.com.vn/rooms/819101885452942394,Sào Báy,26,20.59726,105.58915,REGULAR,,Serena Kim Boi Resort Deluxe Rom,private_room,False,,/ đêm,2.818,₫2.818.707,2.0,,,,True,,True,,True,False,False,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
603873272040276581,https://www.airbnb.com.vn/rooms/603873272040276581,Đông Xuân,18,20.96073,105.49506,REGULAR,,"Nhà sàn người Mường - 2 tầng 3 phòng ngủ, có vườn.",entire_home,False,,/ đêm,604.824,₫604.824,8.0,True,,True,True,,True,,True,False,False,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
831762870491118942,https://www.airbnb.com.vn/rooms/831762870491118942,Xuân Phong,14,20.68189,105.39717,REGULAR,,Lilly House,private_room,False,,/ đêm,1.141,₫1.141.177,4.0,,,True,True,True,True,,,False,False,,,True,,,,,,,,,,,True,False,True,True,,,,,,,,,,,,,,
30815952,https://www.airbnb.com.vn/rooms/30815952,Dân Hòa,30,20.92407,105.43815,REGULAR,,"Tự Viện Xanh Chalet - Kỳ Sơn, Hoà Bình.",entire_home,False,,/ đêm,,,6.0,,,True,True,,True,,True,False,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,True,True,,,,
