room_id,url,city,contextualPicturesCount,lat,long,listingObjType,pdpUrlType,name,roomTypeCategory,isSuperHost,isVerified,canInstantBook,weeklyPriceFactor,structuredStayDisplayPrice,maxGuestCapacity,SYSTEM_LOCK_ON_DOOR,SYSTEM_FLOWER,SYSTEM_VIEW_OCEAN,SYSTEM_COOKING_BASICS,SYSTEM_WI_FI,SYSTEM_WORKSPACE,SYSTEM_MAPS_CAR_RENTAL,SYSTEM_SURVEILLANCE,SYSTEM_NO_DETECTOR_CO2,rating,reviewCount,SYSTEM_POOL,SYSTEM_TV,SYSTEM_SNOWFLAKE,SYSTEM_LUGGAGE_DROP,SYSTEM_HAIRDRYER,SYSTEM_NO_DETECTOR_SMOKE,yearHosting,price,price_full,SYSTEM_BEACH,SYSTEM_WASHER,SYSTEM_CRIB,SYSTEM_PETS,SYSTEM_DRYER,SYSTEM_VIEW_MOUNTAIN,SYSTEM_EV_CHARGER,SYSTEM_FIREPLACE,SYSTEM_VIEW_CITY,SYSTEM_JACUZZI,SYSTEM_NO_LOCK_ON_DOOR,SYSTEM_PATIO_BALCONY,SYSTEM_ELEVATOR,SYSTEM_SMOKING_ALLOWED,SYSTEM_SAUNA,SYSTEM_PACK_N_PLAY,SYSTEM_REFRIGERATOR,SYSTEM_HIGH_CHAIR,SYSTEM_BATHTUB,SYSTEM_BREAKFAST,SYSTEM_CALENDAR,SYSTEM_PIANO,SYSTEM_MICROWAVE,SYSTEM_MAPS_RESORT,SYSTEM_GOLF
886077203110697780,https://www.airbnb.com.vn/rooms/886077203110697780,Thành phố Hội An,30,15.90033,108.38284,REGULAR,,Casamia Hoi An villa - Suite Lake view room,private_room,True,True,False,,/ đêm,3.0,True,True,True,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822119632297181691,https://www.airbnb.com.vn/rooms/822119632297181691,Thành phố Hội An,20,15.8814,108.32561,REGULAR,,Ngân sách - Trung tâm - Đi bộ 5 phút,private_room,,,False,,/ đêm,1.0,,,,,True,,,True,False,"4,8",10,True,True,True,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877079016380874832,https://www.airbnb.com.vn/rooms/877079016380874832,Ngũ Hành Sơn,11,16.03626,108.2443,REGULAR,,Cozy Glory Apartment (1bedroom),entire_home,True,True,False,,/ đêm,2.0,True,,,True,True,,True,True,False,,2,,True,True,,,,4,331.882,₫331.882,True,True,,,,,,,,,,,,,,,,,,,,,,,
888609592756732176,https://www.airbnb.com.vn/rooms/888609592756732176,Thành phố Hội An,30,15.87552,108.3591,REGULAR,,6 bedroom private pool villa-6 people stay,entire_home,,,False,,/ đêm,6.0,,,,,True,,True,,False,,,,True,True,,True,False,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
888889355971248237,https://www.airbnb.com.vn/rooms/888889355971248237,Thành phố Hội An,10,15.89736,108.31958,REGULAR,,Cozy And Clean Apartment 7,private_room,,,False,,/ đêm,2.0,,,,True,True,True,True,True,False,,,,True,,,,,,,,,True,,True,True,,,,,,,,,,,,,,,,,,,,
862620260726960552,https://www.airbnb.com.vn/rooms/862620260726960552,Ngũ Hành Sơn,14,16.0009626,108.2662945,REGULAR,,Five Marble Mountain foot bright&tranquil studio,entire_home,,,False,,/ đêm,2.0,,,,True,True,True,True,True,False,,,,True,,,,,,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,
892525704013580582,https://www.airbnb.com.vn/rooms/892525704013580582,Thành phố Hội An,30,15.904887900181656,108.34809567779303,REGULAR,,H.A beach villa private pool.,entire_home,,,False,,/ đêm,8.0,,,,True,True,True,True,,False,,,True,True,,,,False,,2.852,₫2.852.943,True,,,,,,True,,,,,,,,,,,,,,,,,,
34131630,https://www.airbnb.com.vn/rooms/34131630,Thành phố Hội An,6,15.8887,108.32295,REGULAR,,Ưu đãi tuyệt vời - Đi xe đạp ngắn đến Thị trấn/Bãi biển Hội An,private_room,False,True,False,,/ đêm,2.0,True,,,True,True,,True,,False,"4,76",21,,,True,,True,False,4,,,,,,True,,,,True,,,,,,,,,,,,,,,,,
13162569,https://www.airbnb.com.vn/rooms/13162569,Hội An,30,15.885922,108.330971,REGULAR,,Homestay Flame Flowers - Gần phố cổ,private_room,True,True,False,,/ đêm,2.0,True,True,,,True,True,True,,,"4,98",255,,True,,,,,7,352.624,₫352.624,,,,True,,,True,,True,True,,,,,,,,,,,,,,,
44236348,https://www.airbnb.com.vn/rooms/44236348,Phước Mỹ,17,16.06278,108.2362,REGULAR,,New Suite Studio@3min cũng đến MyKhe Beach Center.,private_room,True,True,False,,/ đêm,2.0,,True,,True,True,True,True,True,False,"4,91",11,,True,True,,,,6,625.455,₫625.455,,,,,,,,,,,False,,,,,,,,,,,,,,
812966922912318054,https://www.airbnb.com.vn/rooms/812966922912318054,Sơn Trà,22,16.06534,108.2452,REGULAR,,Suite Glory(studio),entire_home,,,False,,/ đêm,2.0,,,,True,True,True,,True,,"4,86",14,True,True,True,,True,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,,
885410664415760381,https://www.airbnb.com.vn/rooms/885410664415760381,Mỹ An,11,16.049675856972335,108.24773664868776,REPRESENTATIVE,,Room/Balcony<walkingstreet>near MyKhe beach 150met,private_room,,,False,,/ đêm,2.0,,,,True,True,True,True,True,False,,,,True,,,,False,,251.750,₫251.750,True,,,,,,,,True,,,,,,,,,,,,,,,,
4512367,https://www.airbnb.com.vn/rooms/4512367,Hoi An Ancient Town,28,15.87861,108.3449,REPRESENTATIVE,,Phòng có ban công_GardenView_ClosetoTown Center&Beach,private_room,,,False,,/ đêm,2.0,,True,,,True,True,True,,False,"4,94",71,True,True,True,,,False,,540.816,₫540.816,,,,,,,,,,,,True,,,,,,,,,,,,,
885795294558858388,https://www.airbnb.com.vn/rooms/885795294558858388,Thành phố Hội An,16,15.8816759,108.3249898,REGULAR,,Deluxe Double Room City View 4*,private_room,,,False,,/ đêm,2.0,,,,True,True,,True,True,,,,True,True,True,,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,
893207879285100735,https://www.airbnb.com.vn/rooms/893207879285100735,Thành phố Hội An,30,15.90372,108.34932,REGULAR,,[H.A Villas] Beach Villa with breakfast inc.,entire_home,,,False,,/ đêm,10.0,,,,True,True,True,True,,False,,,True,True,,,,False,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
890176213753771013,https://www.airbnb.com.vn/rooms/890176213753771013,Hội An,9,15.88012,108.38973,REGULAR,,Voucher Vinpearl Resort & Spa-Deluxe King,private_room,,,False,,/ đêm,2.0,,,,,True,True,True,,,,,True,True,True,,,,,2.608,₫2.608.731,True,,,,,,,,,True,,,,True,,,,,,,,,,,
43481758,https://www.airbnb.com.vn/rooms/43481758,Thành phố Hội An,30,15.88315,108.35411,REGULAR,,HƯƠNG SEN 4 BIỆT THỰ ROOM-ENTIRE LỚN ĐẸP VỚI BỂ BƠI,entire_home,,,False,,/ đêm,10.0,,,,True,True,True,True,,False,"4,69",29,True,True,True,,,False,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
33800481,https://www.airbnb.com.vn/rooms/33800481,Sơn Trà,30,16.06302,108.23508,REGULAR,,Nhà của Felix,private_room,True,True,False,,/ đêm,2.0,True,True,,True,True,True,,,False,"4,88",89,,True,,,,False,4,330.941,₫330.941,,True,,,True,,,,,,,,,,,,,,,,,,,,
619925442007225552,https://www.airbnb.com.vn/rooms/619925442007225552,Thành phố Hội An,28,15.88058,108.32862,REGULAR,,Ngân sách - Trung tâm - Hồ bơi - 5 phút đi bộ đến chợ đêm❤️,private_room,,,False,,/ đêm,1.0,,,,,True,,,True,False,"4,84",19,True,True,True,True,True,False,,294.401,₫294.401,,,,,,,,,,,,,,,,,,,,,,,,,
877081322814891266,https://www.airbnb.com.vn/rooms/877081322814891266,Ngũ Hành Sơn,11,16.03633,108.24402,REGULAR,,Cozy Glory Apartment (1bedroom),entire_home,True,True,False,,/ đêm,2.0,True,,,True,True,,True,True,False,,2,,True,True,,,,4,331.882,₫331.882,True,True,,,,,,,,,,,,,,,,,,,,,,,
812798935235181616,https://www.airbnb.com.vn/rooms/812798935235181616,Sơn Trà,16,16.0661,108.24513,REGULAR,,Suite Glory(Bồn tắm),entire_home,,,False,,/ đêm,2.0,,,,True,True,True,,True,,"5,0",11,True,True,,,,,,,,True,,,,,,,,,True,,,True,,True,,,,,,,,,,
16835068,https://www.airbnb.com.vn/rooms/16835068,Thành phố Hội An,30,15.89339,108.34449,REGULAR,,LÀNG HOA 1- QUANG CẢNH VƯỜN HOA,private_room,False,True,False,,/ đêm,1.0,,,,True,True,,True,,False,"4,91",32,,True,True,,,False,6,267.664,₫267.664,,,,True,True,,,,,,False,,,,,,,,,,,,,,
42567055,https://www.airbnb.com.vn/rooms/42567055,Thành phố Hội An,15,15.880593833548074,108.34997788635546,REGULAR,,"Phòng King Bữa sáng, Xe đạp vàHồ bơi miễn phí.",private_room,,,False,,/ đêm,2.0,,,,True,True,True,True,,False,"4,99",68,True,True,True,,,False,,545.219,₫545.219,,,,,,,,,,,,True,,,,,,,,,,,,,
823595908387803534,https://www.airbnb.com.vn/rooms/823595908387803534,Thành phố Hội An,12,15.883351569570676,108.36451513760377,REGULAR,,Nhà Meraki - tầm nhìn ra hồ 2 phòng ngủ Cẩm Thanh Hội An,entire_home,,,False,,/ đêm,3.0,,True,True,True,True,True,,,False,"4,9",10,,True,,,,False,,774.859,₫774.859,,True,,True,,,,,,,,,,,,,,,,,,,,,
42486258,https://www.airbnb.com.vn/rooms/42486258,Thành phố Hội An,21,15.88145,108.32743,REPRESENTATIVE,,"Phòng có ban công, ngay trung tâm phố cổ",private_room,True,True,False,,/ đêm,2.0,True,True,,,True,True,True,True,False,"4,98",164,True,,,,,False,3,569.640,₫569.640,,,,,,,,,,,,,,,,,,,,,,,,,
893132592375050955,https://www.airbnb.com.vn/rooms/893132592375050955,Thành phố Hội An,30,15.87317,108.33453,REGULAR,,Garden View charming,private_room,,,False,,/ đêm,2.0,,,,,True,,True,True,False,,,True,True,True,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
606246364356465247,https://www.airbnb.com.vn/rooms/606246364356465247,Thành phố Hội An,30,15.875171,108.324142,REGULAR,,HoiAn Vị trí tốt nhất ⭐⭐ Ban công và Hồ bơi miễn phí 302⭐,private_room,,,False,,/ đêm,2.0,,,,,True,True,,True,False,"4,9",20,True,True,True,True,True,,,508.542,₫508.542,,,,,,,,,,,,True,,,,,,,,,,,,,
846900847382432017,https://www.airbnb.com.vn/rooms/846900847382432017,Thành phố Hội An,13,15.8769,108.34156,REGULAR,,Private modern room,private_room,False,True,False,,/ đêm,2.0,True,,,True,True,True,True,True,False,,1,,True,,,,False,2,,,,True,,,,,,,,,,,,,,,,,,,,,,,
891117425484528946,https://www.airbnb.com.vn/rooms/891117425484528946,Thành phố Hội An,10,15.90444,108.34749,REGULAR,,"Phòng thuê dài hạn, gần biển",private_room,,,False,,/ đêm,2.0,,,,True,True,,True,,False,,,True,True,True,,,False,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
17988454,https://www.airbnb.com.vn/rooms/17988454,Thành phố Hội An,30,15.88499,108.33051,REGULAR,,Flame Flowers Homestay  - Gần Khu phố cổ,private_room,True,True,False,,/ đêm,2.0,True,True,,,True,True,True,,,"4,98",49,,True,True,,,,7,322.086,₫322.086,,True,,,True,,True,,,,,,,,,,,,,,,,,,
34372247,https://www.airbnb.com.vn/rooms/34372247,,30,16.06385,108.23753,REGULAR,,Nhà của Felix 3,private_room,True,True,False,,/ đêm,2.0,True,True,,True,True,,,,False,"4,89",38,,True,True,,,False,4,324.323,₫324.323,,True,,,,,,,,,,True,,,,,,,,,,,,,
887235822115905285,https://www.airbnb.com.vn/rooms/887235822115905285,Thành phố Hội An,19,15.915271513763615,108.33778427016232,REGULAR,,"Three bedrooms, three bathroom An Bang Beach House",entire_home,,,False,,/ đêm,6.0,,,,True,True,True,True,True,False,,,,True,,,,False,,2.600,₫2.600.000,True,,,True,,,,,,,,,,,,,,,,,,,,,
40999962,https://www.airbnb.com.vn/rooms/40999962,Thành phố Hội An,25,15.90535,108.34601,REGULAR,,Phòng biệt thự biển Hội An. Hướng sông. Hồ bơi,private_room,,,False,,/ đêm,4.0,,,True,True,True,True,True,,,"5,0",13,True,True,,,,,,344.099,₫344.099,True,,,,,,,,,True,,,,,,,,,,,,,,,
32430593,https://www.airbnb.com.vn/rooms/32430593,Thành phố Hội An,29,15.905039588776425,108.34674826166041,REGULAR,,Phòng sang trọng biệt thự biển Hội An,hotel_room,,,False,,/ đêm,4.0,,,True,,True,True,True,,,"4,83",41,True,True,True,,,,,348.002,₫348.002,,True,,,True,,,,,True,,,,,,,,,,,,,,,
814129166215122112,https://www.airbnb.com.vn/rooms/814129166215122112,Sơn Trà,27,16.0659,108.24559,REGULAR,,Suite Glory(Studio2),entire_home,,,False,,/ đêm,2.0,,,,True,True,True,True,True,,"4,8",10,True,True,,,,,,,,True,,,,,,,,,True,,,,,True,,,,,,,,,,
842550756353719522,https://www.airbnb.com.vn/rooms/842550756353719522,Thành phố Hội An,15,15.89683,108.3215,REGULAR,,Căn hộ ấm cúng và sạch sẽ 5,private_room,True,True,False,,/ đêm,2.0,True,,,True,True,True,True,True,False,,2,,True,,,,,2,330.941,₫330.941,,True,,True,,,,,,,,,,,,,,,,,,,,,
893135367239711525,https://www.airbnb.com.vn/rooms/893135367239711525,Thành phố Hội An,28,15.87194,108.3367,REGULAR,,River View Charming Hoi An,private_room,,,False,,/ đêm,2.0,,,,,True,,True,True,False,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19644971,https://www.airbnb.com.vn/rooms/19644971,Thành phố Hội An,10,15.91377,108.33984,REGULAR,,Phòng sang trọng,entire_home,,,False,,/ đêm,2.0,,,,True,True,True,,,False,"4,64",149,,True,True,,,False,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,
41537784,https://www.airbnb.com.vn/rooms/41537784,Thành phố Hội An,10,15.87764,108.32278,REGULAR,,Giường đơn_Gần Trung tâm Thị trấn Cổ 300m,private_room,True,False,False,,/ đêm,1.0,,,True,,True,,,,False,"4,96",25,,True,True,True,,False,3,,,,,,,,,,,,,False,True,,,,,,True,,,,,,,
891032605567694053,https://www.airbnb.com.vn/rooms/891032605567694053,Thành phố Hội An,18,15.89121,108.3742,REGULAR,,Beach Villa/ King Bed/ Private Pool/Fire Pit/,entire_home,,,False,,/ đêm,9.0,,,,True,True,True,True,True,,,,True,True,True,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
19351129,https://www.airbnb.com.vn/rooms/19351129,Thành phố Hội An,30,15.86989396192383,108.36695016289735,REGULAR,,Hội An Mercy Homestay - Trải nghiệm vùng nông thôn,private_room,,,False,,/ đêm,5.0,,True,,,True,,,,False,"4,93",183,,,True,True,True,False,,411.439,₫411.439,,,,True,,,,,,,,True,,,,,,,,,,,,,
606181307720529532,https://www.airbnb.com.vn/rooms/606181307720529532,Thành phố Hội An,30,15.87568,108.32392,REGULAR,,HoiAn Vị trí tốt nhất⭐⭐ Ban công và Hồ bơi miễn phí 303⭐,private_room,,,False,,/ đêm,2.0,,,,,True,True,,True,False,"4,95",21,True,True,True,True,True,,,481.803,₫481.803,,,,,,,,,,,,,,,,,True,,,,,,,,
649716474389006748,https://www.airbnb.com.vn/rooms/649716474389006748,Ngũ Hành Sơn,8,16.0498343,108.2457949,REPRESENTATIVE,,Căn hộ hai phòng ngủ LioVIE An Thượng/Bãi biển,entire_home,,,False,,/ đêm,4.0,,,,True,True,,True,True,False,"4,87",119,True,True,,,,,,1.219,₫1.219.999,True,,,True,,,,,,True,,,,,,,,,,,,,,,
31575630,https://www.airbnb.com.vn/rooms/31575630,Điện Bàn,30,15.92854,108.31674,REGULAR,,phòng nắng ĐẸP,private_room,False,True,False,,/ đêm,2.0,,,,True,True,True,True,,False,"4,81",77,,,True,,,False,4,593.412,₫593.412,,,,,,,,,,,False,True,,,,,,,True,,,,,,
830771519843628343,https://www.airbnb.com.vn/rooms/830771519843628343,Thành phố Hội An,18,15.89662,108.31967,REGULAR,,Căn hộ ấm cúng và sạch sẽ 1,private_room,True,True,False,,/ đêm,2.0,True,,,True,True,True,True,True,False,"5,0",3,,True,,,,,2,330.941,₫330.941,,True,,True,,,,,,,,,,,,,,,,,,,,,
27558315,https://www.airbnb.com.vn/rooms/27558315,"huong Kiet, Hoi An",18,15.8833,108.3403,REGULAR,,Khung cảnh nông thôn tuyệt vời - Phòng đôi riêng 1,private_room,True,True,False,,/ đêm,2.0,True,,,,True,True,True,,False,"4,83",111,,True,True,True,,False,5,,,,,,,,,,,,,,True,,,,,,,,,,,,,
669916714367905744,https://www.airbnb.com.vn/rooms/669916714367905744,Thành phố Hội An,13,15.8895,108.36768,REGULAR,,Tâm Casa - Suite Poolside River View - tầng 1,private_room,True,True,False,,/ đêm,2.0,True,,True,True,True,True,True,True,False,"4,79",14,True,,,,,,10,1.900,₫1.900.000,,,,,,,,,,True,,,,,,,,,,,,,,,
24528757,https://www.airbnb.com.vn/rooms/24528757,Hội An,30,15.90876,108.3425,REGULAR,,* Phòng ban công riêng * Biệt thự gỗ truyền thống,hotel_room,,,False,,/ đêm,2.0,,True,,True,True,True,True,,,"4,96",161,,True,True,True,,,,550.000,₫550.000,,True,,,,,,,,,,True,,,,,,,,,,,,,
860774071282908108,https://www.airbnb.com.vn/rooms/860774071282908108,Thành phố Hội An,30,15.883108079148311,108.35636458885193,REGULAR,,Bãi biển* Căn hộ yên tĩnh 2 phòng ngủ * Hội An #2,entire_home,,,False,,/ đêm,4.0,,True,,True,True,True,True,True,False,,,True,,,,,False,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
833979174256208948,https://www.airbnb.com.vn/rooms/833979174256208948,Ngũ Hành Sơn,13,16.048,108.2478,REGULAR,,Cát biển Kỳ. Căn hộ gần bãi biển .,private_room,,,False,,/ đêm,2.0,,,,True,True,True,True,True,False,,,,True,,,,,,381.147,₫381.147,True,,,True,,,,,,,,,True,,,,,,,,,,,,
593673818102298113,https://www.airbnb.com.vn/rooms/593673818102298113,Thành phố Hội An,14,15.88212,108.32559,REGULAR,,"Phòng 1 người, ngay tại trung tâm phố cổ",private_room,True,True,False,,/ đêm,1.0,True,,,True,True,True,,True,False,"5,0",7,True,True,,,,False,1,383.435,₫383.435,,,,,,,,,True,,,,,,,,,,,,,,,,
872355844477104231,https://www.airbnb.com.vn/rooms/872355844477104231,Thành phố Hội An,24,15.88183,108.34961,REGULAR,,Superior Room with City View- Hoi An Heart Villa,private_room,,,False,,/ đêm,2.0,,,,,True,True,True,True,,,,True,True,True,,True,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,
587317702103207086,https://www.airbnb.com.vn/rooms/587317702103207086,Thành phố Hội An,30,15.886868,108.321838,REGULAR,,Tầm nhìn ra vườn gia đình Bespoke - Thư giãn tại Bespoke,private_room,True,True,False,,/ đêm,4.0,True,True,,True,True,True,True,True,False,"5,0",5,,True,,,,,4,767.040,₫767.040,True,,,,,,,,,,,,,,,,,,,,,,,,
29782805,https://www.airbnb.com.vn/rooms/29782805,Thành phố Hội An,30,15.87579,108.32065,REGULAR,,Phòng đôi ấm cúng - gần thị trấn cũ - chỗ đỗ xe miễn phí,private_room,True,True,False,,/ đêm,2.0,True,True,,,True,True,True,,False,"4,81",42,True,True,,,,,4,661.883,₫661.883,,,,,True,,,,,True,,,,,,,,,,,,,,,
31577165,https://www.airbnb.com.vn/rooms/31577165,Điện Bàn,30,15.92712,108.31677,REGULAR,,phòng XA trên bầu trời,private_room,,,False,,/ đêm,2.0,,,,True,True,,True,,False,"4,77",56,,,True,,,False,,627.647,₫627.647,,True,,,True,,,,,True,,True,,,,,,,,,,,,,
606279324247009154,https://www.airbnb.com.vn/rooms/606279324247009154,Thành phố Hội An,23,15.87601,108.32346,REGULAR,,1 phút đến chợ đêm HỘI AN❤ Hồ bơi❤Super Clean202,private_room,,,False,,/ đêm,2.0,,,,,True,True,,True,False,"4,95",21,True,True,True,True,True,,,481.803,₫481.803,,,,,,,,,,,,True,,,,,,,,,,,,,
851838341447400433,https://www.airbnb.com.vn/rooms/851838341447400433,Thành phố Hội An,24,15.90882,108.34666,REGULAR,,Aki 's Villa An Bang- 1st Flr - 3br- Massage miễn phí,private_room,True,True,False,,/ đêm,6.0,True,True,True,True,True,True,True,True,False,"5,0",5,,,,,,,7,1.717,₫1.717.216,True,,,,,,,,,,,,,,,,,,,,,,,,
663312676364862359,https://www.airbnb.com.vn/rooms/663312676364862359,Thành phố Hội An,16,15.89333,108.31874,REGULAR,,Biệt thự 1 phòng ngủ vui vẻ có hồ bơi,private_room,True,True,False,,/ đêm,2.0,True,,,True,True,True,,True,False,"5,0",6,True,True,True,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
812944629719392220,https://www.airbnb.com.vn/rooms/812944629719392220,Sơn Trà,20,16.06567,108.24566,REGULAR,,Suite Glory(tầm nhìn ra bãi biển),entire_home,,,False,,/ đêm,2.0,,,,True,True,True,,True,,"5,0",3,True,True,,,,,,,,True,,,,,,,,,True,,,True,,True,,,,,,,,,,
879198337879294609,https://www.airbnb.com.vn/rooms/879198337879294609,Hội An,30,15.88658,108.35768,REGULAR,,BIG PROMO! The Nest room w/pool & garden view,private_room,True,True,False,,/ đêm,2.0,True,True,True,,True,True,True,,False,,1,True,,,,,False,6,,,True,,,,,,,,,,,,,,,,,,,,,,,,
854182598442124962,https://www.airbnb.com.vn/rooms/854182598442124962,Sơn Trà,9,16.05612,108.24502,REGULAR,,Ký túc xá gần bãi biển # Talofofo,shared_room,,,False,,/ đêm,6.0,,,,,True,True,,True,False,,,,,True,,,False,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
42543319,https://www.airbnb.com.vn/rooms/42543319,Thành phố Hội An,13,15.88075,108.34995,REGULAR,,"Ban công phòng sang trọng, Bữa sáng, Xe đạp,Hồ bơi miễn phí",private_room,True,True,False,,/ đêm,2.0,True,,True,True,True,True,True,,False,"4,99",75,True,True,,,,False,3,562.089,₫562.089,,,,,,,,,,,,,,,,,,,,,,,,,
39040355,https://www.airbnb.com.vn/rooms/39040355,Hoi An city,16,15.87774,108.32183,REPRESENTATIVE,,Phòng có tầm nhìn ra hồ bơi_Trung tâm thị trấn lân cận 300m,hotel_room,,,False,,/ đêm,2.0,,True,,,True,True,True,,False,"4,91",93,True,True,True,True,,,,548.749,₫548.749,,,,,,,,,,,,True,,,,,,,,,,,,,
605290685203980073,https://www.airbnb.com.vn/rooms/605290685203980073,Ngũ Hành Sơn,30,16.03779,108.24555,REPRESENTATIVE,,BonnyBoutique/SuperiorStudio with Balcony&Pool,private_room,,,False,,/ đêm,2.0,,,,True,True,True,True,True,False,"4,79",63,True,True,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,
689482799382969532,https://www.airbnb.com.vn/rooms/689482799382969532,Thành phố Hội An,16,15.882392976777018,108.33369277997055,REGULAR,,1 CĂN HỘ/ VƯỜN PHÍA TRƯỚC HỒ BƠI TRÊN TẦNG THƯỢNG GẦN THỊ TRẤN,private_room,,,False,,/ đêm,2.0,,True,,True,True,True,True,True,False,"5,0",14,True,True,,,,False,,576.294,₫576.294,,,,,,,,,,,,,,,,,,,,,,,,,
665677351648372917,https://www.airbnb.com.vn/rooms/665677351648372917,Sơn Trà,16,16.06008,108.2434,REGULAR,,Khách sạn Sea Sand 2: Phòng cao cấp gần bãi biển số4,private_room,,,False,,/ đêm,2.0,,,True,,True,True,True,True,False,"4,25",8,,True,,,,,,,,True,,,True,,,,,True,,,,,,,,,,,,,,,,
31177875,https://www.airbnb.com.vn/rooms/31177875,Hoi An City,24,15.87683,108.34652,REGULAR,,"Phòng đấu nối - Biệt thự Anh Nhung, Hội An",private_room,,,False,,/ đêm,5.0,,,,,True,,True,,False,"4,98",97,True,True,True,,True,False,,,,,,,,,,,,,,,True,,,,,,,,True,,,,,
871414225221052451,https://www.airbnb.com.vn/rooms/871414225221052451,Thành phố Hội An,30,15.887344119010374,108.37915708042604,REGULAR,,Unique Coconut Huts Homestay Breakfast and Beach,private_room,,,False,,/ đêm,2.0,,True,,True,True,True,True,True,False,,,True,True,,,,,,707.530,₫707.530,,True,,,,,,,,,,,,,,,,,,,,,,,
868628590539526934,https://www.airbnb.com.vn/rooms/868628590539526934,Tam Kỳ,29,15.60488336022445,108.54112785376925,REGULAR,,Cảnh Tiên Homestay Tam Thanh Beach,private_room,,,False,,/ đêm,14.0,,True,,True,True,True,True,True,False,,,,,,,,False,,563.121,₫563.121,True,,,,,,,,True,,,,,,,,,,,,,,,,
16071459,https://www.airbnb.com.vn/rooms/16071459,Thành phố Hội An,26,15.88213,108.34391,REGULAR,,Tầm nhìn hướng vườn phòng sinh đôi với bữa sáng-Ngan Phú,private_room,,,False,,/ đêm,2.0,,,,True,True,,True,,,"4,85",252,True,True,True,,True,False,,562.065,₫562.065,,,,,,,,,,,,,,True,,,,,,True,,,,,
50779175,https://www.airbnb.com.vn/rooms/50779175,Thành phố Hội An,30,15.890970728237429,108.34587317741823,REGULAR,,Phòng deluxe double room view cánh đồng và hồ bơi.,private_room,,,False,,/ đêm,2.0,,True,,True,True,True,True,True,,"4,75",12,True,True,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,,,
